day,month,year,precip_m,tmax,tmin
15,9,1969,0,25.6,6.1
16,9,1969,0,25.6,10.6
17,9,1969,0.0084,25.6,16.1
18,9,1969,0,26.7,15
19,9,1969,0.0119,18.3,16.1
20,9,1969,0.0076,18.3,13.9
21,9,1969,0,21.1,13.9
22,9,1969,0.0071,20,15
23,9,1969,0.0295,16.7,12.8
24,9,1969,0,24.4,14.4
25,9,1969,0,25.6,9.4
26,9,1969,0,26.1,9.4
27,9,1969,0,25,10.6
28,9,1969,0,24.4,7.8
29,9,1969,0,23.3,3.9
30,9,1969,0.0008,23.3,5.6
1,10,1969,0.0498,21.1,6.1
2,10,1969,0.0081,22.8,10
3,10,1969,0,26.7,9.4
4,10,1969,0,26.7,7.8
5,10,1969,0,22.2,10
6,10,1969,0,21.7,4.4
7,10,1969,0.0071,16.7,6.1
8,10,1969,0.013,22.8,10.6
9,10,1969,0,22.2,5
10,10,1969,0.0003,22.8,6.1
11,10,1969,0,23.9,10
12,10,1969,0,27.8,9.4
13,10,1969,0,27.2,8.9
14,10,1969,0.0003,21.1,8.3
15,10,1969,0,16.7,12.2
16,10,1969,0.0003,22.8,8.9
17,10,1969,0,18.3,3.3
18,10,1969,0.0003,18.3,-3.3
19,10,1969,0,23.3,0
20,10,1969,0.0071,21.1,11.1
21,10,1969,0.0097,22.8,10.6
22,10,1969,0,21.1,1.1
23,10,1969,0,17.8,-2.2
24,10,1969,0,13.3,-3.3
25,10,1969,0.0018,12.2,2.8
26,10,1969,0,24.4,8.3
27,10,1969,0,21.1,6.7
28,10,1969,0,18.3,2.2
29,10,1969,0,13.9,-3.3
30,10,1969,0,15.6,-5
31,10,1969,0.0038,16.7,5.6
1,11,1969,0.0874,14.4,12.2
2,11,1969,0.0008,20,13.3
3,11,1969,0,16.1,1.1
4,11,1969,0.0008,11.7,-3.3
5,11,1969,0,8.9,-1.1
6,11,1969,0,18.3,-2.8
7,11,1969,0,20,-1.7
8,11,1969,0,21.1,-3.9
9,11,1969,0,20,-1.7
10,11,1969,0,18.9,-2.8
11,11,1969,0.0003,22.8,-2.8
12,11,1969,0.0038,16.7,5.6
13,11,1969,0.001,6.7,-3.3
14,11,1969,0.0005,3.9,-1.1
15,11,1969,0.0003,3.9,-12.8
16,11,1969,0,14.4,-8.3
17,11,1969,0,13.3,-7.8
18,11,1969,0.003,15.6,7.2
19,11,1969,0.0549,10,10
20,11,1969,0,10.6,-6.7
21,11,1969,0,13.9,-5
22,11,1969,0,17.2,-5.6
23,11,1969,0,16.1,-3.9
24,11,1969,0,21.1,2.8
25,11,1969,0,14.4,1.7
26,11,1969,0,17.2,-1.7
27,11,1969,0.0013,12.2,-5
28,11,1969,0.0018,8.9,2.2
29,11,1969,0,13.9,2.8
30,11,1969,0,11.1,-6.7
1,12,1969,0,12.8,-2.8
2,12,1969,0,12.8,-7.2
3,12,1969,0,12.8,-4.4
4,12,1969,0,5.6,-4.4
5,12,1969,0,7.2,-11.7
6,12,1969,0.0074,4.4,-1.1
7,12,1969,0.0483,8.3,-1.1
8,12,1969,0,7.2,-1.1
9,12,1969,0,8.9,-1.7
10,12,1969,0.0282,7.8,1.1
11,12,1969,0.0013,7.8,1.7
12,12,1969,0,3.9,1.1
13,12,1969,0,12.8,-8.3
14,12,1969,0,12.2,-2.2
15,12,1969,0,8.3,-5.6
16,12,1969,0,7.2,-9.4
17,12,1969,0,11.1,-10
18,12,1969,0.0003,8.3,-10
19,12,1969,0,11.1,-6.7
20,12,1969,0,6.1,-10
21,12,1969,0.0236,0,-6.1
22,12,1969,0.0036,4.4,-2.2
23,12,1969,0,7.2,-8.3
24,12,1969,0,2.2,-6.7
25,12,1969,0.0216,0,-2.8
26,12,1969,0,1.1,-1.7
27,12,1969,0,6.7,-10
28,12,1969,0,3.3,-6.1
29,12,1969,0.0015,13.9,-1.1
30,12,1969,0.0627,18.3,3.3
31,12,1969,0,11.1,1.7
1,1,1970,0,3.9,0
2,1,1970,0,7.2,-10
3,1,1970,0,3.3,-2.8
4,1,1970,0,3.9,-11.1
5,1,1970,0,5.6,-10
6,1,1970,0.0137,1.7,-2.2
7,1,1970,0,-3.3,-10.6
8,1,1970,0,-10.6,-19.4
9,1,1970,0,-7.2,-23.9
10,1,1970,0,-0.6,-22.8
11,1,1970,0.0097,1.7,-10.6
12,1,1970,0.0023,5,-5.6
13,1,1970,0,6.1,-9.4
14,1,1970,0,8.3,-12.2
15,1,1970,0,10,-6.1
16,1,1970,0,11.1,-7.2
17,1,1970,0.0157,8.3,0
18,1,1970,0,11.7,2.8
19,1,1970,0,10.6,-1.7
20,1,1970,0,1.7,-3.3
21,1,1970,0,-3.3,-13.9
22,1,1970,0,0.6,-17.8
23,1,1970,0.0043,-1.7,-9.4
24,1,1970,0,4.4,-12.8
25,1,1970,0.0005,15,-6.1
26,1,1970,0.0112,15.6,-0.6
27,1,1970,0,17.8,-3.9
28,1,1970,0,17.2,-4.4
29,1,1970,0.0239,16.7,10.6
30,1,1970,0,2.2,-2.8
31,1,1970,0,10,-7.8
1,2,1970,0.0137,8.9,-10.6
2,2,1970,0.0231,9.4,4.4
3,2,1970,0.0058,0.6,-0.6
4,2,1970,0,3.9,-18.3
5,2,1970,0,5.6,-14.4
6,2,1970,0,11.1,-1.1
7,2,1970,0,10,0
8,2,1970,0.0041,14.4,-2.8
9,2,1970,0.0061,7.2,0
10,2,1970,0,5.6,-3.3
11,2,1970,0,11.7,-3.9
12,2,1970,0,8.3,-3.9
13,2,1970,0,12.8,-7.8
14,2,1970,0,13.3,-3.3
15,2,1970,0.0005,16.1,2.8
16,2,1970,0.0284,12.2,8.9
17,2,1970,0.0018,17.8,6.1
18,2,1970,0,18.9,-0.6
19,2,1970,0,15.6,-0.6
20,2,1970,0,6.7,-9.4
21,2,1970,0,11.1,-11.7
22,2,1970,0,14.4,-8.9
23,2,1970,0,13.9,2.2
24,2,1970,0,14.4,-5
25,2,1970,0.0117,7.2,2.2
26,2,1970,0,8.3,-12.8
27,2,1970,0,15.6,-9.4
28,2,1970,0,18.9,-3.9
1,3,1970,0.001,15,2.8
2,3,1970,0,20,-1.1
3,3,1970,0.0003,18.3,2.2
4,3,1970,0.0231,16.1,6.1
5,3,1970,0,18.3,3.3
6,3,1970,0,16.7,0
7,3,1970,0,15.6,-2.8
8,3,1970,0,17.2,-3.9
9,3,1970,0,21.1,-2.8
10,3,1970,0,21.7,-2.2
11,3,1970,0.0051,21.1,-0.6
12,3,1970,0.0282,18.9,10.6
13,3,1970,0,5.6,0
14,3,1970,0,6.7,-3.9
15,3,1970,0,5,-6.7
16,3,1970,0,8.9,-11.1
17,3,1970,0.0102,10,-7.8
18,3,1970,0.0155,18.9,6.7
19,3,1970,0.03,12.8,-0.6
20,3,1970,0.0074,18.9,2.2
21,3,1970,0.0208,8.3,3.9
22,3,1970,0.0025,4.4,3.9
23,3,1970,0,8.3,1.1
24,3,1970,0.0023,13.3,-3.3
25,3,1970,0,18.3,-1.1
26,3,1970,0.0038,15,6.7
27,3,1970,0,16.1,-5
28,3,1970,0.0005,17.2,-3.9
29,3,1970,0.0074,20,8.9
30,3,1970,0.0008,15,1.7
31,3,1970,0.0008,21.7,6.7
1,4,1970,0.031,16.7,6.7
2,4,1970,0.0249,12.8,7.8
3,4,1970,0,17.2,-0.6
4,4,1970,0,20,-3.9
5,4,1970,0,17.2,-1.7
6,4,1970,0.001,16.7,3.3
7,4,1970,0,19.4,2.2
8,4,1970,0,22.2,-3.3
9,4,1970,0,21.1,2.8
10,4,1970,0,20,5.6
11,4,1970,0,23.3,-0.6
12,4,1970,0.0015,20,5
13,4,1970,0.0036,22.2,8.9
14,4,1970,0,17.2,1.1
15,4,1970,0,23.3,-0.6
16,4,1970,0,21.7,6.1
17,4,1970,0.0079,15,5.6
18,4,1970,0,25.6,8.9
19,4,1970,0.0193,24.4,11.1
20,4,1970,0,23.9,7.8
21,4,1970,0,25,8.3
22,4,1970,0.0102,26.1,1.7
23,4,1970,0,29.4,11.7
24,4,1970,0.0102,25.6,14.4
25,4,1970,0.0206,18.9,10.6
26,4,1970,0.0064,20.6,14.4
27,4,1970,0.001,23.9,8.3
28,4,1970,0,27.2,10.6
29,4,1970,0,31.1,11.1
30,4,1970,0,27.8,12.8
1,5,1970,0,25.6,14.4
2,5,1970,0.0036,23.9,13.3
3,5,1970,0.0216,15.6,13.3
4,5,1970,0.003,21.1,7.2
5,5,1970,0,23.3,0.6
6,5,1970,0,22.8,4.4
7,5,1970,0,23.9,-1.1
8,5,1970,0,26.7,2.2
9,5,1970,0,26.7,6.1
10,5,1970,0,25.6,8.3
11,5,1970,0.0015,22.2,11.1
12,5,1970,0,28.9,8.3
13,5,1970,0,27.8,9.4
14,5,1970,0,29.4,8.3
15,5,1970,0.0185,27.8,9.4
16,5,1970,0.0051,21.7,13.9
17,5,1970,0,20,10
18,5,1970,0,25,0
19,5,1970,0,27.8,3.9
20,5,1970,0,28.3,6.7
21,5,1970,0,30,7.2
22,5,1970,0.0025,30.6,8.9
23,5,1970,0,26.7,12.8
24,5,1970,0,29.4,8.9
25,5,1970,0,26.7,12.2
26,5,1970,0.0046,25.6,11.7
27,5,1970,0,26.1,5.6
28,5,1970,0,24.4,7.2
29,5,1970,0.0142,20,17.8
30,5,1970,0.0008,18.9,14.4
31,5,1970,0.0023,22.2,12.8
1,6,1970,0.0094,23.3,16.7
2,6,1970,0.0607,22.8,15.6
3,6,1970,0.0478,20.6,15
4,6,1970,0.0292,20,14.4
5,6,1970,0.0038,22.2,13.3
6,6,1970,0,20,13.3
7,6,1970,0,24.4,17.8
8,6,1970,0,26.1,6.1
9,6,1970,0.001,27.2,8.9
10,6,1970,0,26.7,10.6
11,6,1970,0,27.8,12.2
12,6,1970,0,26.7,10.6
13,6,1970,0.002,25.6,12.2
14,6,1970,0,23.3,15
15,6,1970,0,25,10.6
16,6,1970,0,26.1,15
17,6,1970,0,29.4,12.8
18,6,1970,0.0018,30.6,12.8
19,6,1970,0,30,12.8
20,6,1970,0.0155,26.7,15.6
21,6,1970,0,30.6,12.8
22,6,1970,0,28.3,15.6
23,6,1970,0,28.9,13.3
24,6,1970,0,28.3,13.9
25,6,1970,0.0028,22.2,15
26,6,1970,0,28.3,15
27,6,1970,0,23.9,18.3
28,6,1970,0,23.9,7.2
29,6,1970,0,26.1,8.9
30,6,1970,0,30.6,9.4
1,7,1970,0,32.8,10.6
2,7,1970,0,34.4,15
3,7,1970,0,33.3,17.8
4,7,1970,0.0005,32.2,15.6
5,7,1970,0,26.7,10
6,7,1970,0,26.1,11.7
7,7,1970,0,27.2,9.4
8,7,1970,0,28.3,9.4
9,7,1970,0.0036,27.8,15.6
10,7,1970,0,28.3,13.9
11,7,1970,0,26.7,10.6
12,7,1970,0,30.6,13.3
13,7,1970,0,28.9,15.6
14,7,1970,0.0173,29.4,13.9
15,7,1970,0.001,29.4,13.9
16,7,1970,0,29.4,15.6
17,7,1970,0,28.3,9.4
18,7,1970,0,28.9,10.6
19,7,1970,0,29.4,13.3
20,7,1970,0.0013,28.9,15.6
21,7,1970,0.0208,23.9,16.7
22,7,1970,0.0338,21.1,15.6
23,7,1970,0.0559,26.1,16.1
24,7,1970,0.001,27.8,16.7
25,7,1970,0,28.3,15
26,7,1970,0,29.4,16.1
27,7,1970,0,27.8,18.3
28,7,1970,0,31.7,13.9
29,7,1970,0.0008,31.1,16.7
30,7,1970,0.0145,28.3,14.4
31,7,1970,0.0127,30,15.6
1,8,1970,0,32.2,17.2
2,8,1970,0.0005,32.8,14.4
3,8,1970,0.0008,31.7,18.3
4,8,1970,0,30.6,18.9
5,8,1970,0,30.6,13.3
6,8,1970,0,29.4,15
7,8,1970,0,26.7,16.1
8,8,1970,0.001,26.7,16.1
9,8,1970,0.0091,22.2,18.9
10,8,1970,0.0307,22.2,19.4
11,8,1970,0,22.2,15.6
12,8,1970,0.0427,21.7,15.6
13,8,1970,0.0003,27.2,13.3
14,8,1970,0.0051,28.3,13.9
15,8,1970,0,30,12.2
16,8,1970,0.0005,30,15.6
17,8,1970,0.0114,28.3,14.4
18,8,1970,0,29.4,13.9
19,8,1970,0.0005,27.8,13.9
20,8,1970,0.0033,27.8,15.6
21,8,1970,0.001,30,15
22,8,1970,0.0185,28.3,18.9
23,8,1970,0.0079,28.9,19.4
24,8,1970,0,27.2,12.8
25,8,1970,0,26.7,11.7
26,8,1970,0,28.3,14.4
27,8,1970,0,27.8,13.9
28,8,1970,0,28.9,13.3
29,8,1970,0.0005,27.8,13.3
30,8,1970,0,29.4,16.7
31,8,1970,0,30,15
1,9,1970,0,29.4,14.4
2,9,1970,0.0221,30,16.1
3,9,1970,0.0107,29.4,15
4,9,1970,0.0097,29.4,16.1
5,9,1970,0.0201,27.8,16.1
6,9,1970,0,28.3,12.8
7,9,1970,0,26.1,12.2
8,9,1970,0.0251,28.3,15.6
9,9,1970,0,27.2,16.1
10,9,1970,0,28.3,15
11,9,1970,0,27.8,15
12,9,1970,0,25.6,12.8
13,9,1970,0,27.8,15
14,9,1970,0,28.9,11.1
15,9,1970,0,28.3,10.6
16,9,1970,0.0003,28.9,10.6
17,9,1970,0,29.4,11.1
18,9,1970,0,30,13.3
19,9,1970,0.0099,28.9,14.4
20,9,1970,0.0025,25.6,17.8
21,9,1970,0.001,27.8,17.2
22,9,1970,0.0033,28.3,15
23,9,1970,0,28.3,13.3
24,9,1970,0,27.8,14.4
25,9,1970,0.0231,28.3,13.9
26,9,1970,0.0025,26.1,13.9
27,9,1970,0.0061,18.9,13.9
28,9,1970,0,20.6,10
29,9,1970,0,20,0.6
30,9,1970,0,23.9,0
1,10,1970,0,23.9,3.9
2,10,1970,0,23.3,5.6
3,10,1970,0,25.6,9.4
4,10,1970,0,21.1,2.2
5,10,1970,0,21.7,-1.1
6,10,1970,0,21.7,0
7,10,1970,0,19.4,6.7
8,10,1970,0.0008,18.3,15.6
9,10,1970,0.0221,20.6,13.9
10,10,1970,0.0345,19.4,16.1
11,10,1970,0.0003,21.1,13.3
12,10,1970,0.0018,23.3,11.7
13,10,1970,0.0051,23.3,10.6
14,10,1970,0.0234,19.4,13.3
15,10,1970,0,23.3,13.3
16,10,1970,0,18.3,11.1
17,10,1970,0,19.4,-3.3
18,10,1970,0,18.3,-1.7
19,10,1970,0.0064,18.3,0.6
20,10,1970,0.0483,12.8,2.2
21,10,1970,0.0015,20,9.4
22,10,1970,0,21.7,6.7
23,10,1970,0,21.7,3.3
24,10,1970,0.0145,14.4,6.1
25,10,1970,0.0008,18.3,10
26,10,1970,0,22.2,6.1
27,10,1970,0,18.3,9.4
28,10,1970,0.0056,14.4,7.2
29,10,1970,0.082,15.6,8.9
30,10,1970,0.0203,20,11.1
31,10,1970,0.0008,21.1,9.4
1,11,1970,0.001,21.1,8.9
2,11,1970,0.0084,17.2,10.6
3,11,1970,0,15,1.7
4,11,1970,0.0013,6.1,-2.8
5,11,1970,0,13.9,-0.6
6,11,1970,0,20.6,-1.7
7,11,1970,0,19.4,-2.2
8,11,1970,0,20,-2.2
9,11,1970,0.0061,17.8,-1.1
10,11,1970,0.0348,16.7,8.3
11,11,1970,0,18.3,0.6
12,11,1970,0.0003,15,2.2
13,11,1970,0,16.1,-1.7
14,11,1970,0.0094,10.6,-0.6
15,11,1970,0,4.4,2.8
16,11,1970,0,8.9,-1.7
17,11,1970,0,12.8,-7.2
18,11,1970,0.0008,7.2,-6.7
19,11,1970,0.0036,14.4,0
20,11,1970,0.0224,16.7,12.2
21,11,1970,0,16.7,-1.7
22,11,1970,0,16.1,-3.9
23,11,1970,0,4.4,2.2
24,11,1970,0,-0.6,-12.8
25,11,1970,0,6.1,-14.4
26,11,1970,0,14.4,-12.2
27,11,1970,0,17.2,-2.2
28,11,1970,0,20.6,-0.6
29,11,1970,0,22.8,5
30,11,1970,0,21.7,3.3
1,12,1970,0,18.9,4.4
2,12,1970,0,20.6,4.4
3,12,1970,0,20.6,2.2
4,12,1970,0,16.7,10.6
5,12,1970,0,17.2,-6.1
6,12,1970,0,8.9,-1.1
7,12,1970,0,11.1,-9.4
8,12,1970,0,11.1,-7.8
9,12,1970,0,16.1,-7.2
10,12,1970,0,17.2,1.7
11,12,1970,0.0033,15,3.3
12,12,1970,0.0287,17.2,10
13,12,1970,0,10.6,0
14,12,1970,0,10.6,-6.7
15,12,1970,0.0005,8.9,-6.7
16,12,1970,0.0315,8.9,1.1
17,12,1970,0,10.6,3.3
18,12,1970,0,13.3,-5.6
19,12,1970,0,16.7,-2.2
20,12,1970,0.0041,15,5
21,12,1970,0.0005,18.9,10.6
22,12,1970,0.001,18.9,6.7
23,12,1970,0.0467,17.8,10
24,12,1970,0,10,-2.2
25,12,1970,0.0005,5.6,-6.1
26,12,1970,0,1.7,-8.9
27,12,1970,0,6.7,-9.4
28,12,1970,0,10.6,-7.2
29,12,1970,0.0028,2.2,-4.4
30,12,1970,0,5,-7.2
31,12,1970,0.0117,2.2,-1.1
1,1,1971,0,7.8,-3.3
2,1,1971,0,10.6,-8.3
3,1,1971,0,11.1,-4.4
4,1,1971,0.0549,15,-1.1
5,1,1971,0.0013,11.7,5
6,1,1971,0,8.3,-3.9
7,1,1971,0.0003,6.1,-3.9
8,1,1971,0.0069,0.6,-1.7
9,1,1971,0.0025,10,-2.2
10,1,1971,0.0018,5.6,-4.4
11,1,1971,0,17.8,1.1
12,1,1971,0,16.7,-2.2
13,1,1971,0,13.9,-1.7
14,1,1971,0.0168,15.6,7.2
15,1,1971,0.0061,10.6,6.1
16,1,1971,0,3.9,-8.3
17,1,1971,0,6.7,-4.4
18,1,1971,0,2.2,-2.2
19,1,1971,0,-5.6,-9.4
20,1,1971,0,2.8,-15
21,1,1971,0,12.2,-13.9
22,1,1971,0.0467,14.4,1.7
23,1,1971,0.0272,12.8,5
24,1,1971,0.0361,8.3,-1.7
25,1,1971,0.0066,12.8,1.1
26,1,1971,0,10,4.4
27,1,1971,0,-2.8,-10.6
28,1,1971,0,3.9,-10.6
29,1,1971,0.0018,12.8,-8.9
30,1,1971,0.0244,15.6,-7.8
31,1,1971,0.0005,5,1.7
1,2,1971,0,-2.2,-11.7
2,2,1971,0,3.9,-11.1
3,2,1971,0.0295,1.7,-1.1
4,2,1971,0.0249,12.2,-1.1
5,2,1971,0.0254,15,0.6
6,2,1971,0,15.6,-5.6
7,2,1971,0.0188,8.3,-1.1
8,2,1971,0.0137,10,3.3
9,2,1971,0,-3.9,-12.8
10,2,1971,0,3.9,-16.7
11,2,1971,0,10.6,-10.6
12,2,1971,0.0251,10.6,-6.1
13,2,1971,0.0206,1.1,1.1
14,2,1971,0,5.6,-13.3
15,2,1971,0,11.7,-7.2
16,2,1971,0,15,-6.1
17,2,1971,0,16.1,-1.7
18,2,1971,0,20,-2.8
19,2,1971,0.002,17.2,-1.1
20,2,1971,0.0127,20,3.9
21,2,1971,0.0135,15,-1.1
22,2,1971,0.0404,16.7,1.7
23,2,1971,0,7.8,-2.2
24,2,1971,0,15,-4.4
25,2,1971,0,20,-1.7
26,2,1971,0.0312,16.1,1.7
27,2,1971,0,20,5
28,2,1971,0,17.8,-1.7
1,3,1971,0.0053,22.2,4.4
2,3,1971,0.0218,18.3,7.2
3,3,1971,0.0124,12.8,8.9
4,3,1971,0,3.3,-7.8
5,3,1971,0,11.1,-10
6,3,1971,0.0191,12.8,-4.4
7,3,1971,0,4.4,-1.7
8,3,1971,0,3.9,-5
9,3,1971,0,12.2,-6.7
10,3,1971,0.0094,3.9,-1.7
11,3,1971,0,15.6,-3.9
12,3,1971,0,20,1.7
13,3,1971,0.0102,22.8,4.4
14,3,1971,0,21.1,9.4
15,3,1971,0.0361,18.9,8.9
16,3,1971,0,16.1,-1.7
17,3,1971,0,11.1,-2.8
18,3,1971,0,13.3,-7.2
19,3,1971,0.0279,13.3,4.4
20,3,1971,0.0008,2.8,-1.1
21,3,1971,0,13.9,-1.7
22,3,1971,0,12.2,3.9
23,3,1971,0,11.1,3.3
24,3,1971,0,10,-6.7
25,3,1971,0.0406,1.7,-1.7
26,3,1971,0.0043,5.6,-2.8
27,3,1971,0,15.6,-5.6
28,3,1971,0,16.7,1.1
29,3,1971,0.0157,13.9,5.6
30,3,1971,0,12.8,-0.6
31,3,1971,0,18.9,-3.9
1,4,1971,0,18.9,-1.1
2,4,1971,0.0147,12.8,7.2
3,4,1971,0,17.8,-3.9
4,4,1971,0,20,-2.8
5,4,1971,0.0018,16.7,0
6,4,1971,0.0234,8.9,4.4
7,4,1971,0,13.3,-0.6
8,4,1971,0,20,-2.8
9,4,1971,0,23.3,-2.2
10,4,1971,0,23.9,5
11,4,1971,0,24.4,-2.2
12,4,1971,0,26.1,0
13,4,1971,0,27.8,3.9
14,4,1971,0,18.3,6.7
15,4,1971,0,20.6,-2.8
16,4,1971,0,23.3,-1.7
17,4,1971,0,26.7,1.1
18,4,1971,0,27.2,3.9
19,4,1971,0,26.1,7.2
20,4,1971,0.0036,25.6,7.8
21,4,1971,0.0089,20,7.2
22,4,1971,0,21.7,7.2
23,4,1971,0.0279,20,1.7
24,4,1971,0,22.2,3.3
25,4,1971,0,22.2,3.9
26,4,1971,0,25.6,3.3
27,4,1971,0,23.3,6.1
28,4,1971,0.0122,26.1,8.9
29,4,1971,0,22.8,5
30,4,1971,0,19.4,7.2
1,5,1971,0,22.2,4.4
2,5,1971,0.0005,18.3,1.1
3,5,1971,0,10,3.3
4,5,1971,0,19.4,-1.7
5,5,1971,0,25,3.3
6,5,1971,0.0008,26.1,7.8
7,5,1971,0,24.4,9.4
8,5,1971,0.0208,25,13.3
9,5,1971,0,23.3,6.1
10,5,1971,0,22.8,3.9
11,5,1971,0.0008,21.1,7.2
12,5,1971,0.0345,22.8,10
13,5,1971,0.0386,18.3,13.3
14,5,1971,0,21.7,3.9
15,5,1971,0.0302,18.9,12.2
16,5,1971,0,22.8,18.9
17,5,1971,0,27.2,5
18,5,1971,0,27.8,7.8
19,5,1971,0,26.7,8.9
20,5,1971,0,23.9,8.3
21,5,1971,0,23.9,10
22,5,1971,0,24.4,3.9
23,5,1971,0,25,8.9
24,5,1971,0,23.9,13.9
25,5,1971,0.0023,24.4,15.6
26,5,1971,0,26.1,5
27,5,1971,0,28.3,5.6
28,5,1971,0.0036,22.2,10
29,5,1971,0.0155,17.2,10.6
30,5,1971,0,20,6.7
31,5,1971,0,28.3,7.2
1,6,1971,0,27.2,5
2,6,1971,0.0041,25.6,10.6
3,6,1971,0,28.9,12.8
4,6,1971,0.0003,30.6,13.9
5,6,1971,0,30.6,12.8
6,6,1971,0,30.6,13.3
7,6,1971,0.0122,29.4,12.8
8,6,1971,0.0071,24.4,15.6
9,6,1971,0.0084,26.7,13.9
10,6,1971,0.0061,25,12.2
11,6,1971,0.0056,26.7,15
12,6,1971,0.0076,28.3,13.3
13,6,1971,0.0005,28.9,13.3
14,6,1971,0,29.4,14.4
15,6,1971,0.0033,30.6,15.6
16,6,1971,0.0008,27.2,15
17,6,1971,0.0221,23.3,15.6
18,6,1971,0.0028,25.6,16.7
19,6,1971,0.017,26.1,13.9
20,6,1971,0.003,26.1,17.2
21,6,1971,0.0003,29.4,13.3
22,6,1971,0.0013,25.6,13.9
23,6,1971,0,27.2,12.2
24,6,1971,0,30,12.2
25,6,1971,0,31.1,13.9
26,6,1971,0,32.8,13.9
27,6,1971,0.0208,32.2,18.3
28,6,1971,0.0409,25.6,16.1
29,6,1971,0,28.9,16.1
30,6,1971,0.0538,24.4,16.7
1,7,1971,0,29.4,15
2,7,1971,0.0041,26.1,16.1
3,7,1971,0,26.7,14.4
4,7,1971,0,25.6,15.6
5,7,1971,0.013,23.9,12.8
6,7,1971,0.013,22.8,18.9
7,7,1971,0.0041,27.2,15.6
8,7,1971,0.0008,28.9,16.1
9,7,1971,0.0003,30.6,13.3
10,7,1971,0.0048,28.9,16.1
11,7,1971,0.0066,30,17.8
12,7,1971,0.0411,28.3,17.2
13,7,1971,0,28.3,16.7
14,7,1971,0.0013,28.9,16.1
15,7,1971,0,26.7,15
16,7,1971,0.0013,28.9,15.6
17,7,1971,0,30.6,12.2
18,7,1971,0,30.6,13.3
19,7,1971,0.0597,24.4,17.2
20,7,1971,0,25.6,15.6
21,7,1971,0,26.7,12.8
22,7,1971,0,26.7,15
23,7,1971,0,26.7,14.4
24,7,1971,0.0234,27.8,18.9
25,7,1971,0.0112,22.2,16.7
26,7,1971,0.0064,23.9,18.3
27,7,1971,0.0023,26.7,15
28,7,1971,0,27.2,13.9
29,7,1971,0.0053,23.9,16.7
30,7,1971,0.0196,24.4,15.6
31,7,1971,0.0099,21.1,16.7
1,8,1971,0.0081,25,16.1
2,8,1971,0.0168,23.9,18.3
3,8,1971,0.0066,25,17.2
4,8,1971,0.0089,26.7,16.1
5,8,1971,0,28.9,17.2
6,8,1971,0.0046,26.7,16.1
7,8,1971,0,27.2,16.7
8,8,1971,0.0025,28.3,15
9,8,1971,0.0005,29.4,15.6
10,8,1971,0.0043,28.3,17.2
11,8,1971,0.003,29.4,17.8
12,8,1971,0,26.7,15
13,8,1971,0.0005,27.2,15.6
14,8,1971,0,27.2,12.2
15,8,1971,0,27.8,12.2
16,8,1971,0.0013,27.2,15.6
17,8,1971,0,25.6,15
18,8,1971,0,25.6,14.4
19,8,1971,0,29.4,13.9
20,8,1971,0,29.4,13.9
21,8,1971,0,28.3,13.3
22,8,1971,0.0015,26.7,16.1
23,8,1971,0,27.8,17.8
24,8,1971,0,28.9,11.7
25,8,1971,0,27.8,12.8
26,8,1971,0,27.8,12.2
27,8,1971,0,27.8,9.4
28,8,1971,0,27.2,12.8
29,8,1971,0,27.2,12.2
30,8,1971,0,27.2,14.4
31,8,1971,0.0099,26.7,13.9
1,9,1971,0.0003,25,16.7
2,9,1971,0,24.4,16.7
3,9,1971,0,26.1,15.6
4,9,1971,0,26.7,13.3
5,9,1971,0,27.8,15.6
6,9,1971,0.0218,27.8,16.7
7,9,1971,0.0015,26.1,15.6
8,9,1971,0,26.7,16.1
9,9,1971,0,28.9,12.2
10,9,1971,0,29.4,12.2
11,9,1971,0.0023,26.1,15.6
12,9,1971,0.0048,24.4,15
13,9,1971,0,21.1,8.3
14,9,1971,0,26.7,7.2
15,9,1971,0,29.4,7.8
16,9,1971,0.0023,23.9,10
17,9,1971,0.0554,21.7,14.4
18,9,1971,0.0135,25.6,17.2
19,9,1971,0.0013,25.6,16.7
20,9,1971,0.0025,26.1,12.8
21,9,1971,0.0025,27.2,15
22,9,1971,0,25.6,15
23,9,1971,0.0066,26.1,16.7
24,9,1971,0.0005,18.9,15.6
25,9,1971,0,26.7,17.2
26,9,1971,0,25.6,15
27,9,1971,0,27.2,12.8
28,9,1971,0,27.2,13.3
29,9,1971,0,27.2,13.9
30,9,1971,0,28.3,10
1,10,1971,0,27.8,11.7
2,10,1971,0,25.6,15
3,10,1971,0,27.2,8.9
4,10,1971,0,25,11.7
5,10,1971,0.002,25,12.8
6,10,1971,0,23.9,10.6
7,10,1971,0,18.3,5
8,10,1971,0,18.9,-1.1
9,10,1971,0.0127,16.1,5.6
10,10,1971,0,15,8.9
11,10,1971,0,21.1,-0.6
12,10,1971,0,23.9,0
13,10,1971,0,25,2.2
14,10,1971,0,25.6,6.1
15,10,1971,0.0168,20,8.3
16,10,1971,0.0025,26.7,14.4
17,10,1971,0,25.6,11.1
18,10,1971,0,20.6,15
19,10,1971,0,25,8.3
20,10,1971,0.001,19.4,15.6
21,10,1971,0.0203,17.8,14.4
22,10,1971,0.0351,18.9,13.9
23,10,1971,0.0038,19.4,16.1
24,10,1971,0,20.6,14.4
25,10,1971,0,21.1,11.7
26,10,1971,0,24.4,5
27,10,1971,0,23.3,7.8
28,10,1971,0,25,6.7
29,10,1971,0,25,6.1
