day,month,year,precip_m,tmax,tmin
30,10,1971,0,22.8,7.8
31,10,1971,0.0094,23.3,12.2
1,11,1971,0.0244,20,16.1
2,11,1971,0.0112,25,15
3,11,1971,0.0163,18.9,14.4
4,11,1971,0,13.3,3.9
5,11,1971,0,13.9,-5.6
6,11,1971,0.0008,16.1,0
7,11,1971,0.0013,12.2,3.9
8,11,1971,0,11.7,-8.3
9,11,1971,0,8.3,-4.4
10,11,1971,0,15.6,1.1
11,11,1971,0,17.2,-5.6
12,11,1971,0,19.4,-2.8
13,11,1971,0,22.2,0
14,11,1971,0,21.1,0
15,11,1971,0,21.1,-0.6
16,11,1971,0,23.3,0.6
17,11,1971,0,21.7,5
18,11,1971,0,18.3,3.3
19,11,1971,0.0064,15.6,5.6
20,11,1971,0,13.9,-1.7
21,11,1971,0,8.3,1.7
22,11,1971,0,7.2,-3.9
23,11,1971,0.0005,2.8,-6.1
24,11,1971,0.0325,5,-0.6
25,11,1971,0,12.8,-4.4
26,11,1971,0,8.3,-5
27,11,1971,0.0066,8.9,0
28,11,1971,0,12.8,-4.4
29,11,1971,0.0165,15,5.6
30,11,1971,0,8.9,-1.1
1,12,1971,0,8.9,-3.9
2,12,1971,0,7.8,-5.6
3,12,1971,0.048,0.6,-5
4,12,1971,0.0041,6.7,-0.6
5,12,1971,0.0224,10.6,2.2
6,12,1971,0.0371,15.6,0
7,12,1971,0.0389,20,9.4
8,12,1971,0,14.4,1.7
9,12,1971,0.002,15.6,1.7
10,12,1971,0.0112,17.2,3.9
11,12,1971,0,20.6,4.4
12,12,1971,0.0051,20,2.2
13,12,1971,0,18.9,2.8
14,12,1971,0,17.2,2.2
15,12,1971,0.0066,21.1,5.6
16,12,1971,0.0086,20.6,15.6
17,12,1971,0.0038,9.4,8.9
18,12,1971,0,5,-3.3
19,12,1971,0.0064,10.6,-7.2
20,12,1971,0.0386,14.4,5
21,12,1971,0,17.2,3.3
22,12,1971,0,13.3,-1.7
23,12,1971,0,8.9,-5
24,12,1971,0,16.7,-1.1
25,12,1971,0,14.4,0.6
26,12,1971,0,22.8,1.7
27,12,1971,0,22.8,0
28,12,1971,0.0005,18.3,4.4
29,12,1971,0,20,2.2
30,12,1971,0.0135,17.8,10
31,12,1971,0,15,0.6
1,1,1972,0.003,6.7,-3.9
2,1,1972,0.0122,11.7,3.9
3,1,1972,0.0013,11.7,-2.8
4,1,1972,0.0655,12.8,1.7
5,1,1972,0.0023,6.7,5.6
6,1,1972,0,6.1,-8.3
7,1,1972,0,10,-7.8
8,1,1972,0,11.1,-7.8
9,1,1972,0.0351,10.6,-1.1
10,1,1972,0.0505,15,6.7
11,1,1972,0.0175,15.6,7.8
12,1,1972,0,17.2,-1.7
13,1,1972,0.0264,17.8,6.7
14,1,1972,0,9.4,5
15,1,1972,0,1.1,-2.8
16,1,1972,0,0,-18.3
17,1,1972,0,7.2,-12.8
18,1,1972,0,13.3,-10
19,1,1972,0.0036,12.8,-2.2
20,1,1972,0.0064,16.1,0.6
21,1,1972,0.0033,12.8,4.4
22,1,1972,0.0069,17.8,6.7
23,1,1972,0,18.3,6.7
24,1,1972,0,18.3,6.1
25,1,1972,0.001,10,6.1
26,1,1972,0,13.3,-8.3
27,1,1972,0,17.2,-5
28,1,1972,0,16.7,12.8
29,1,1972,0.0066,10.6,1.7
30,1,1972,0.001,8.9,3.9
31,1,1972,0,9.4,-7.8
1,2,1972,0.0046,6.1,-7.8
2,2,1972,0.003,7.8,0
3,2,1972,0.015,5,1.1
4,2,1972,0,1.1,-8.9
5,2,1972,0,8.9,-11.7
6,2,1972,0.015,6.1,-11.1
7,2,1972,0,7.2,-2.8
8,2,1972,0,7.2,-9.4
9,2,1972,0,11.1,-6.7
10,2,1972,0,11.7,-7.2
11,2,1972,0,12.8,-8.3
12,2,1972,0.0394,7.2,-2.2
13,2,1972,0.0005,7.8,1.7
14,2,1972,0.0005,15,-2.8
15,2,1972,0,10.6,-1.7
16,2,1972,0,6.7,-3.9
17,2,1972,0.0051,10.6,1.7
18,2,1972,0.0124,3.9,0.6
19,2,1972,0.0005,1.7,1.7
20,2,1972,0,7.8,-7.8
21,2,1972,0,11.7,-6.7
22,2,1972,0.0005,16.1,2.2
23,2,1972,0.0033,13.3,-2.8
24,2,1972,0.0005,17.2,2.8
25,2,1972,0.003,17.2,7.8
26,2,1972,0.0086,15,7.2
27,2,1972,0,10,-3.9
28,2,1972,0,21.7,-4.4
29,2,1972,0,23.9,-2.2
1,3,1972,0.0076,15,1.1
2,3,1972,0.0188,16.7,4.4
3,3,1972,0,11.1,3.9
4,3,1972,0,10.6,-1.7
5,3,1972,0.0013,5.6,1.1
6,3,1972,0,12.2,-6.7
7,3,1972,0,14.4,-3.3
8,3,1972,0.0213,10,7.8
9,3,1972,0,10.6,-5
10,3,1972,0,16.1,-4.4
11,3,1972,0,15.6,-2.2
12,3,1972,0,23.3,-2.2
13,3,1972,0.0038,22.2,0
14,3,1972,0.0003,18.3,2.8
15,3,1972,0,22.8,-2.2
16,3,1972,0.0193,15,7.2
17,3,1972,0.001,7.8,3.9
18,3,1972,0.001,18.3,-2.2
19,3,1972,0,18.3,-1.1
20,3,1972,0,21.1,-1.7
21,3,1972,0.0417,17.2,2.8
22,3,1972,0.0023,15.6,6.1
23,3,1972,0,13.3,5
24,3,1972,0,18.3,-3.3
25,3,1972,0.0127,2.8,-2.8
26,3,1972,0,13.3,-6.7
27,3,1972,0.0104,10.6,-2.8
28,3,1972,0.0048,21.7,6.7
29,3,1972,0.0178,17.8,8.9
30,3,1972,0.0013,15,5.6
31,3,1972,0.0109,5.6,1.7
1,4,1972,0.001,12.8,1.1
2,4,1972,0,7.8,-3.9
3,4,1972,0.0028,18.3,-4.4
4,4,1972,0.0094,16.1,7.2
5,4,1972,0,18.9,-3.9
6,4,1972,0,23.3,0.6
7,4,1972,0.0104,21.7,8.3
8,4,1972,0,16.1,6.7
9,4,1972,0,15,-5.6
10,4,1972,0,22.2,-2.8
11,4,1972,0.0208,18.9,2.2
12,4,1972,0.0046,24.4,7.8
13,4,1972,0,28.9,13.3
14,4,1972,0,27.2,15
15,4,1972,0,25,11.1
16,4,1972,0.0013,25,11.1
17,4,1972,0,25,9.4
18,4,1972,0,23.9,3.9
19,4,1972,0,25,7.2
20,4,1972,0,27.8,8.9
21,4,1972,0.0008,22.2,13.3
22,4,1972,0.0196,22.2,9.4
23,4,1972,0,26.1,1.7
24,4,1972,0,22.2,4.4
25,4,1972,0,15.6,0.6
26,4,1972,0,18.9,-2.2
27,4,1972,0,22.2,-1.7
28,4,1972,0,22.8,1.7
29,4,1972,0.0013,21.1,6.7
30,4,1972,0.0015,21.1,8.3
1,5,1972,0,22.2,6.7
2,5,1972,0.0124,23.9,8.9
3,5,1972,0.0206,19.4,13.3
4,5,1972,0,18.9,4.4
5,5,1972,0,23.3,2.8
6,5,1972,0,22.2,3.9
7,5,1972,0,20.6,7.8
8,5,1972,0.0287,17.8,12.2
9,5,1972,0,20,10
10,5,1972,0,21.1,5.6
11,5,1972,0,20,3.9
12,5,1972,0,22.2,2.8
13,5,1972,0.0742,13.3,11.7
14,5,1972,0.0046,25,11.7
15,5,1972,0.0008,23.3,13.3
16,5,1972,0,22.8,4.4
17,5,1972,0,23.9,5
18,5,1972,0,25,9.4
19,5,1972,0.0084,20,7.2
20,5,1972,0.0033,22.2,9.4
21,5,1972,0.002,22.8,9.4
22,5,1972,0.0086,24.4,12.2
23,5,1972,0.0008,23.3,11.7
24,5,1972,0.001,26.1,8.9
25,5,1972,0,27.8,8.3
26,5,1972,0,24.4,8.3
27,5,1972,0,23.3,6.7
28,5,1972,0,23.3,10
29,5,1972,0.001,23.3,15.6
30,5,1972,0.0015,23.3,13.9
31,5,1972,0,22.2,11.1
1,6,1972,0,21.7,4.4
2,6,1972,0,26.1,2.2
3,6,1972,0,27.8,5
4,6,1972,0,28.3,8.3
5,6,1972,0,29.4,12.8
6,6,1972,0.0025,30.6,12.2
7,6,1972,0,27.8,11.7
8,6,1972,0,26.1,10
9,6,1972,0,27.2,11.7
10,6,1972,0,26.1,13.3
11,6,1972,0,23.3,2.8
12,6,1972,0,24.4,3.3
13,6,1972,0,27.2,9.4
14,6,1972,0,27.8,10.6
15,6,1972,0,27.8,11.1
16,6,1972,0.0051,28.9,12.2
17,6,1972,0,27.8,16.1
18,6,1972,0.0069,27.2,15
19,6,1972,0.0142,21.7,17.8
20,6,1972,0.0706,21.7,15.6
21,6,1972,0,26.1,17.2
22,6,1972,0,20.6,13.3
23,6,1972,0,22.2,12.2
24,6,1972,0,26.7,3.9
25,6,1972,0,27.8,5.6
26,6,1972,0,27.2,10
27,6,1972,0.0048,26.7,11.7
28,6,1972,0.0386,23.3,13.3
29,6,1972,0.002,27.2,15
30,6,1972,0,26.7,8.9
1,7,1972,0,28.9,9.4
2,7,1972,0.001,28.9,13.3
3,7,1972,0.0018,28.3,16.1
4,7,1972,0.0203,27.2,13.9
5,7,1972,0.0117,25,13.3
6,7,1972,0,22.2,11.1
7,7,1972,0,23.9,8.9
8,7,1972,0,27.8,8.9
9,7,1972,0.0043,25.6,12.8
10,7,1972,0.0005,26.7,13.3
11,7,1972,0.0003,28.3,10
12,7,1972,0,29.4,11.7
13,7,1972,0.003,28.3,12.2
14,7,1972,0.0025,28.9,13.9
15,7,1972,0.0028,28.9,16.1
16,7,1972,0,27.8,15.6
17,7,1972,0.0157,25,17.8
18,7,1972,0.0086,28.9,16.1
19,7,1972,0.0013,28.3,16.7
20,7,1972,0,29.4,17.2
21,7,1972,0.0097,30,13.3
22,7,1972,0.0043,32.2,17.2
23,7,1972,0,32.2,16.1
24,7,1972,0,30.6,18.3
25,7,1972,0,30.6,16.1
26,7,1972,0,29.4,14.4
27,7,1972,0.0036,28.3,17.8
28,7,1972,0.0445,27.8,17.2
29,7,1972,0.0163,25.6,17.2
30,7,1972,0.0018,25,16.1
31,7,1972,0.0224,28.9,15.6
1,8,1972,0.0056,27.2,15.6
2,8,1972,0.013,24.4,16.1
3,8,1972,0,28.9,15.6
4,8,1972,0,29.4,14.4
5,8,1972,0.0307,27.8,14.4
6,8,1972,0,23.9,16.1
7,8,1972,0.0254,27.8,15.6
8,8,1972,0,27.8,16.1
9,8,1972,0.013,30,13.3
10,8,1972,0.0168,26.1,11.1
11,8,1972,0.003,26.1,16.7
12,8,1972,0,28.3,16.7
13,8,1972,0,30,13.9
14,8,1972,0,28.9,15
15,8,1972,0,29.4,15
16,8,1972,0,25.6,14.4
17,8,1972,0,29.4,15.6
18,8,1972,0,30,13.3
19,8,1972,0,30.6,14.4
20,8,1972,0.0036,28.9,16.1
21,8,1972,0,27.2,17.2
22,8,1972,0,27.2,14.4
23,8,1972,0.0056,27.2,13.3
24,8,1972,0.0008,26.7,16.1
25,8,1972,0.0124,28.9,15.6
26,8,1972,0.0056,29.4,15.6
27,8,1972,0.0028,29.4,16.7
28,8,1972,0,26.7,12.2
29,8,1972,0,27.8,12.8
30,8,1972,0,27.2,10.6
31,8,1972,0,25.6,13.3
1,9,1972,0,26.7,14.4
2,9,1972,0,27.2,13.3
3,9,1972,0,27.2,11.1
4,9,1972,0.0036,27.8,13.9
5,9,1972,0.0046,23.9,17.2
6,9,1972,0,21.7,15
7,9,1972,0,25.6,10
8,9,1972,0,27.8,10.6
9,9,1972,0,28.3,16.1
10,9,1972,0,25,15.6
11,9,1972,0,26.7,8.3
12,9,1972,0,28.3,7.8
13,9,1972,0,26.1,7.2
14,9,1972,0,26.1,9.4
15,9,1972,0.0003,28.9,11.1
16,9,1972,0.0025,28.9,12.2
17,9,1972,0.0142,22.8,15.6
18,9,1972,0.0102,27.2,16.7
19,9,1972,0,28.9,14.4
20,9,1972,0,27.2,12.2
21,9,1972,0,25.6,13.3
22,9,1972,0.0005,27.8,11.1
23,9,1972,0,26.1,11.1
24,9,1972,0,25.6,17.8
25,9,1972,0,24.4,15
26,9,1972,0.0213,25.6,15
27,9,1972,0.0112,25.6,17.8
28,9,1972,0.0025,25.6,15.6
29,9,1972,0.0114,26.1,16.7
30,9,1972,0.0104,15.6,15
1,10,1972,0,20,0
2,10,1972,0,20,2.2
3,10,1972,0,21.1,1.7
4,10,1972,0.0221,18.3,6.1
5,10,1972,0.0178,22.2,8.9
6,10,1972,0,22.2,5
7,10,1972,0,20,10
8,10,1972,0,24.4,1.7
9,10,1972,0,26.1,3.3
10,10,1972,0,18.9,8.9
11,10,1972,0,21.7,1.1
12,10,1972,0,25,3.3
13,10,1972,0.0183,26.1,8.9
14,10,1972,0,25.6,10
15,10,1972,0,23.9,8.9
16,10,1972,0,20.6,7.2
17,10,1972,0.002,24.4,11.1
18,10,1972,0.0323,12.8,6.1
19,10,1972,0.0046,16.1,8.3
20,10,1972,0,12.2,-5
21,10,1972,0,13.9,-3.3
22,10,1972,0,17.2,-2.2
23,10,1972,0.0175,16.1,6.1
24,10,1972,0,22.2,12.2
25,10,1972,0,18.3,5
26,10,1972,0,15,3.9
27,10,1972,0.0574,12.2,5
28,10,1972,0.001,21.1,11.1
29,10,1972,0,18.9,7.8
30,10,1972,0.001,20,3.3
31,10,1972,0.0025,16.1,10
1,11,1972,0.0005,22.8,6.1
2,11,1972,0.033,20.6,10.6
3,11,1972,0.0025,24.4,12.2
4,11,1972,0,18.9,10
5,11,1972,0,17.2,-1.1
6,11,1972,0,15.6,1.1
7,11,1972,0.0447,12.8,6.1
8,11,1972,0,15,3.9
9,11,1972,0,21.1,-2.8
10,11,1972,0,18.3,1.7
11,11,1972,0,18.3,2.2
12,11,1972,0,18.3,1.1
13,11,1972,0.0277,17.8,4.4
14,11,1972,0.0015,17.2,10.6
15,11,1972,0,14.4,2.2
16,11,1972,0,7.2,-2.2
17,11,1972,0.0003,7.2,1.7
18,11,1972,0.0056,7.8,-2.8
19,11,1972,0.0353,9.4,3.9
20,11,1972,0.001,10,2.2
21,11,1972,0,7.2,-1.1
22,11,1972,0.002,6.1,0
23,11,1972,0,2.2,-1.1
24,11,1972,0,12.2,-9.4
25,11,1972,0.0249,8.9,-5
26,11,1972,0.0028,3.9,2.2
27,11,1972,0,13.9,-3.3
28,11,1972,0.0109,15,0.6
29,11,1972,0,10,-4.4
30,11,1972,0.0173,5.6,2.2
1,12,1972,0,9.4,-2.8
2,12,1972,0,16.1,-5.6
3,12,1972,0,16.1,-5
4,12,1972,0,14.4,-1.1
5,12,1972,0.0094,16.1,8.9
6,12,1972,0.0333,20.6,10
7,12,1972,0,13.3,0
8,12,1972,0.0058,15,1.1
9,12,1972,0.0015,17.2,11.1
10,12,1972,0.0069,20,14.4
11,12,1972,0.0008,15.6,10
12,12,1972,0,17.2,10
13,12,1972,0.0003,17.2,10.6
14,12,1972,0.0198,15.6,11.7
15,12,1972,0.0556,12.2,11.1
16,12,1972,0,-1.1,-6.7
17,12,1972,0,3.3,-13.9
18,12,1972,0,10,-11.7
19,12,1972,0.0036,12.8,-8.9
20,12,1972,0.0084,16.7,2.8
21,12,1972,0.0498,13.3,5
22,12,1972,0.0091,12.2,10
23,12,1972,0,15.6,8.3
24,12,1972,0.0036,11.1,3.9
25,12,1972,0.0018,13.9,3.9
26,12,1972,0.001,6.7,-0.6
27,12,1972,0,10,-5.6
28,12,1972,0,15.6,-3.9
29,12,1972,0,11.7,-0.6
30,12,1972,0.0013,13.9,5
31,12,1972,0.0216,15.6,10.6
1,1,1973,0,17.2,8.9
2,1,1973,0,12.8,4.4
3,1,1973,0.0302,8.9,2.2
4,1,1973,0,18.3,1.7
5,1,1973,0.0056,8.9,-1.1
6,1,1973,0.0013,8.9,2.8
7,1,1973,0.0191,1.1,1.1
8,1,1973,0.0114,1.1,-2.2
9,1,1973,0,2.8,-3.3
10,1,1973,0,-1.1,-5.6
11,1,1973,0,3.3,-7.8
12,1,1973,0,2.8,-11.1
13,1,1973,0,3.3,-12.8
14,1,1973,0,8.9,-10.6
15,1,1973,0,9.4,-2.8
16,1,1973,0,12.2,-7.2
17,1,1973,0,13.9,-6.7
18,1,1973,0,13.3,-4.4
19,1,1973,0.0198,12.8,4.4
20,1,1973,0,17.2,-3.3
21,1,1973,0.0353,12.2,-1.1
22,1,1973,0.0226,14.4,2.8
23,1,1973,0,13.9,2.2
24,1,1973,0,11.7,-5
25,1,1973,0,16.1,-6.1
26,1,1973,0.0371,10,-5
27,1,1973,0,12.8,-0.6
28,1,1973,0.0048,12.2,-1.1
29,1,1973,0,0.6,-2.8
30,1,1973,0,8.3,-12.2
31,1,1973,0,11.7,-9.4
1,2,1973,0.0795,13.9,-1.1
2,2,1973,0.0061,14.4,3.9
3,2,1973,0,6.7,1.7
4,2,1973,0,16.1,-6.7
5,2,1973,0,18.3,-1.1
6,2,1973,0.0145,14.4,1.1
7,2,1973,0,16.7,-2.2
8,2,1973,0.0323,13.3,0
9,2,1973,0,0.6,-5
10,2,1973,0,5,-3.9
11,2,1973,0,8.9,-12.8
12,2,1973,0,6.1,-9.4
13,2,1973,0.0086,8.3,-8.9
14,2,1973,0.0312,10.6,1.1
15,2,1973,0,10.6,0.6
16,2,1973,0,1.1,-5.6
17,2,1973,0,4.4,-12.8
18,2,1973,0,6.1,-12.2
19,2,1973,0,11.7,-8.9
20,2,1973,0,8.9,-6.1
21,2,1973,0,11.7,-7.2
22,2,1973,0,10.6,-4.4
23,2,1973,0,12.8,-4.4
24,2,1973,0,18.3,-4.4
25,2,1973,0,15.6,-3.9
26,2,1973,0.0041,13.9,5.6
27,2,1973,0,15,0
28,2,1973,0,12.2,0.6
1,3,1973,0,13.9,-1.7
2,3,1973,0.0218,11.7,-1.1
3,3,1973,0.0097,17.8,10.6
4,3,1973,0.0173,18.3,5.6
5,3,1973,0.0023,20.6,10.6
6,3,1973,0.002,15,6.7
7,3,1973,0.0178,14.4,8.3
8,3,1973,0.0076,22.2,12.2
9,3,1973,0.0046,15,11.7
10,3,1973,0.0013,17.8,11.7
11,3,1973,0.0297,15.6,12.8
12,3,1973,0,23.3,2.2
13,3,1973,0,23.9,0
14,3,1973,0,26.7,2.8
15,3,1973,0.0734,20,10.6
16,3,1973,0.0658,20,12.8
17,3,1973,0.0015,19.4,1.7
18,3,1973,0,12.2,-0.6
19,3,1973,0,18.3,-3.3
20,3,1973,0.0023,13.9,2.2
21,3,1973,0.0046,8.9,6.7
22,3,1973,0,14.4,-5.6
23,3,1973,0,20,-5
24,3,1973,0,16.7,-1.1
25,3,1973,0.018,12.2,4.4
26,3,1973,0.0036,11.7,3.9
27,3,1973,0,20,2.8
28,3,1973,0,11.1,7.2
29,3,1973,0.0084,9.4,5.6
30,3,1973,0.0048,21.1,5.6
31,3,1973,0.0249,17.8,11.7
1,4,1973,0.0069,20,7.8
2,4,1973,0,17.8,6.7
3,4,1973,0,20.6,3.9
4,4,1973,0.0036,15.6,10.6
5,4,1973,0,10,4.4
6,4,1973,0,18.3,-3.3
7,4,1973,0.0498,10,6.1
8,4,1973,0,13.3,7.2
9,4,1973,0.0041,12.8,1.1
10,4,1973,0,2.8,-0.6
11,4,1973,0,11.1,-2.8
12,4,1973,0,17.2,-3.9
13,4,1973,0,15.6,-2.8
14,4,1973,0,16.7,-4.4
15,4,1973,0,18.9,-1.7
16,4,1973,0.0008,15,7.8
17,4,1973,0.0074,13.9,10.6
18,4,1973,0.0239,16.1,10.6
19,4,1973,0.0236,15.6,11.7
20,4,1973,0,23.3,7.8
21,4,1973,0,25,8.9
22,4,1973,0,23.9,8.3
23,4,1973,0,22.8,12.2
24,4,1973,0.0076,20,9.4
25,4,1973,0.0295,18.9,13.3
26,4,1973,0.047,21.1,7.2
27,4,1973,0.0051,10.6,10
28,4,1973,0,13.3,4.4
29,4,1973,0.0008,22.8,-2.2
30,4,1973,0,25.6,1.7
1,5,1973,0,23.9,7.8
2,5,1973,0.0015,20.6,14.4
3,5,1973,0.0124,21.1,14.4
4,5,1973,0,17.8,5.6
5,5,1973,0,20,0
6,5,1973,0,21.1,0
7,5,1973,0.0099,20.6,6.7
8,5,1973,0.0838,17.2,13.9
9,5,1973,0.0015,24.4,10
10,5,1973,0.015,28.3,5
11,5,1973,0.0028,25.6,10
12,5,1973,0,23.3,7.8
13,5,1973,0,21.1,3.9
14,5,1973,0,22.2,1.7
15,5,1973,0,18.3,8.3
16,5,1973,0,20.6,-1.1
17,5,1973,0,17.8,2.8
18,5,1973,0,21.1,-2.2
19,5,1973,0.014,21.1,2.2
20,5,1973,0,23.3,10
21,5,1973,0,23.9,5
22,5,1973,0,27.8,5
23,5,1973,0.0193,26.1,12.2
24,5,1973,0.017,21.7,12.8
25,5,1973,0,25.6,7.2
26,5,1973,0.0015,25.6,8.9
27,5,1973,0.1448,21.7,15.6
28,5,1973,0.014,25,16.1
29,5,1973,0,24.4,11.7
30,5,1973,0,25,7.2
31,5,1973,0,25,6.7
1,6,1973,0.0086,24.4,7.8
2,6,1973,0,27.8,10.6
3,6,1973,0,27.8,12.2
4,6,1973,0,26.7,14.4
5,6,1973,0.0056,25,12.2
6,6,1973,0.0246,23.9,13.3
7,6,1973,0,26.7,12.8
8,6,1973,0.001,28.9,14.4
9,6,1973,0.0064,26.7,18.3
10,6,1973,0.0097,30,13.9
11,6,1973,0,28.3,16.7
12,6,1973,0.0023,27.8,20.6
13,6,1973,0.0043,26.1,15.6
14,6,1973,0.0064,26.1,14.4
15,6,1973,0.0325,26.7,15.6
16,6,1973,0.0056,26.1,17.8
17,6,1973,0.0015,30.6,15.6
18,6,1973,0.001,29.4,12.8
19,6,1973,0,27.8,15.6
20,6,1973,0.0008,26.7,16.1
21,6,1973,0.0025,25.6,16.1
22,6,1973,0.0008,27.2,16.1
23,6,1973,0,27.2,12.8
24,6,1973,0,27.2,9.4
25,6,1973,0,26.7,11.1
26,6,1973,0,27.2,11.1
27,6,1973,0.0102,26.1,12.2
28,6,1973,0.0056,26.7,15.6
29,6,1973,0,24.4,11.1
30,6,1973,0,27.8,11.7
1,7,1973,0,28.3,15.6
2,7,1973,0.0018,30.6,14.4
3,7,1973,0.0086,30,16.7
4,7,1973,0.0033,30,15.6
5,7,1973,0,28.9,14.4
6,7,1973,0,28.9,15
7,7,1973,0,28.3,15
8,7,1973,0.018,27.8,17.8
9,7,1973,0.0008,28.3,15
10,7,1973,0.0036,29.4,15.6
11,7,1973,0,29.4,18.3
12,7,1973,0,25.6,12.8
13,7,1973,0,30,12.2
14,7,1973,0.0401,28.9,15.6
15,7,1973,0.0056,27.8,13.9
16,7,1973,0.0008,26.7,17.2
17,7,1973,0.0013,27.8,17.2
18,7,1973,0,25.6,17.8
19,7,1973,0,25.6,18.3
20,7,1973,0,29.4,16.1
21,7,1973,0,30.6,15
22,7,1973,0.001,30,16.7
23,7,1973,0,28.9,18.3
24,7,1973,0.001,28.3,16.1
25,7,1973,0.0086,25.6,18.3
26,7,1973,0.0005,26.7,17.2
27,7,1973,0,27.8,17.8
28,7,1973,0,30.6,12.2
29,7,1973,0,30.6,13.9
30,7,1973,0,28.9,12.8
31,7,1973,0.003,28.9,17.8
1,8,1973,0.0081,26.1,16.7
2,8,1973,0,27.8,17.2
3,8,1973,0,27.8,16.1
4,8,1973,0,27.2,12.8
5,8,1973,0,27.8,13.9
6,8,1973,0.0013,28.3,13.3
7,8,1973,0.0018,26.7,16.1
8,8,1973,0,28.9,17.2
9,8,1973,0.0033,29.4,15.6
10,8,1973,0,28.9,16.1
11,8,1973,0.0216,30,18.3
12,8,1973,0,29.4,16.7
13,8,1973,0.0003,29.4,18.9
14,8,1973,0.0015,27.8,17.8
15,8,1973,0,28.3,15
16,8,1973,0,27.8,11.7
17,8,1973,0.0452,21.1,14.4
18,8,1973,0.0097,27.2,18.9
19,8,1973,0,27.8,11.1
20,8,1973,0.001,27.2,14.4
21,8,1973,0,25.6,13.9
22,8,1973,0,26.1,11.1
23,8,1973,0,24.4,12.2
24,8,1973,0,28.9,10
25,8,1973,0.0015,26.7,13.3
26,8,1973,0,27.8,15
27,8,1973,0,28.9,14.4
28,8,1973,0.002,28.9,12.8
29,8,1973,0,29.4,15.6
30,8,1973,0,30,16.7
31,8,1973,0.003,28.9,16.1
1,9,1973,0,30,15.6
2,9,1973,0,29.4,15
3,9,1973,0,31.1,12.2
4,9,1973,0.0015,28.3,15
5,9,1973,0,26.7,16.7
6,9,1973,0,28.3,15
7,9,1973,0,30.6,15.6
8,9,1973,0.0069,29.4,15.6
9,9,1973,0.0015,30,17.8
10,9,1973,0,28.3,19.4
11,9,1973,0,27.8,14.4
12,9,1973,0,27.2,10
13,9,1973,0.0455,18.9,10.6
14,9,1973,0.0074,26.7,13.3
15,9,1973,0,26.1,11.1
16,9,1973,0,22.2,15
17,9,1973,0.0069,23.3,14.4
18,9,1973,0,25,15.6
19,9,1973,0,22.2,5.6
20,9,1973,0,23.9,6.7
21,9,1973,0,25,8.9
22,9,1973,0,25,14.4
23,9,1973,0.0003,25.6,13.3
24,9,1973,0,28.3,13.3
25,9,1973,0,26.1,13.9
26,9,1973,0,22.2,14.4
27,9,1973,0.0033,20,16.7
28,9,1973,0.002,25.6,17.8
29,9,1973,0.0003,28.3,16.7
30,9,1973,0.0127,24.4,17.8
1,10,1973,0.0066,18.3,13.9
2,10,1973,0.0005,25.6,15.6
3,10,1973,0,25.6,10.6
4,10,1973,0,25.6,10
5,10,1973,0,27.8,11.1
6,10,1973,0,23.9,13.9
7,10,1973,0,26.7,9.4
8,10,1973,0,21.7,12.8
9,10,1973,0,25,12.2
10,10,1973,0,25.6,10
11,10,1973,0.0013,21.1,11.7
12,10,1973,0,22.2,8.3
13,10,1973,0,21.1,6.7
14,10,1973,0,23.3,15
15,10,1973,0,25.6,2.2
16,10,1973,0,21.7,5
17,10,1973,0,19.4,4.4
18,10,1973,0,21.7,-3.3
19,10,1973,0,24.4,0.6
20,10,1973,0,25,0.6
21,10,1973,0,22.8,3.3
22,10,1973,0,21.7,2.2
23,10,1973,0,23.3,3.3
24,10,1973,0,22.8,2.8
25,10,1973,0,22.8,1.1
26,10,1973,0,23.9,2.2
27,10,1973,0,23.3,0.6
28,10,1973,0.0216,17.2,5.6
29,10,1973,0,8.3,0.6
30,10,1973,0,11.7,2.2
31,10,1973,0.0119,11.7,2.2
1,11,1973,0,18.9,0.6
2,11,1973,0,23.9,-2.8
3,11,1973,0,23.3,2.2
4,11,1973,0,21.1,5.6
5,11,1973,0,20.6,11.7
6,11,1973,0,15.6,-5
7,11,1973,0,12.2,0.6
8,11,1973,0.0094,16.7,6.7
9,11,1973,0,13.3,7.2
10,11,1973,0,10,-8.3
11,11,1973,0,10,-8.3
12,11,1973,0,16.7,-6.7
13,11,1973,0,18.9,-6.1
14,11,1973,0,22.2,-1.7
15,11,1973,0.0025,22.2,-1.1
16,11,1973,0,15.6,3.9
17,11,1973,0,16.7,-4.4
18,11,1973,0,17.2,-4.4
19,11,1973,0,20,-0.6
20,11,1973,0.0119,17.8,2.8
21,11,1973,0.0635,18.3,11.1
22,11,1973,0,19.4,2.2
23,11,1973,0,23.3,-0.6
24,11,1973,0,24.4,5
25,11,1973,0.0051,18.9,6.7
26,11,1973,0.0264,19.4,11.1
27,11,1973,0.0112,21.1,15
28,11,1973,0.0467,15.6,12.2
29,11,1973,0,11.7,0
30,11,1973,0,16.7,-5.6
1,12,1973,0,21.1,0
2,12,1973,0,14.4,-1.1
3,12,1973,0,14.4,-1.1
4,12,1973,0.0615,16.1,9.4
5,12,1973,0.0455,17.2,10.6
6,12,1973,0,11.1,-3.3
7,12,1973,0,9.4,-6.1
8,12,1973,0.002,7.8,-1.1
9,12,1973,0.0003,11.7,1.1
10,12,1973,0,5.6,-3.3
11,12,1973,0,4.4,-10.6
12,12,1973,0,9.4,-4.4
13,12,1973,0.0041,15,2.2
14,12,1973,0,11.1,0
